QuestionID,Title,TimeStamp,Follows,AnswerCount,QuestionedBy,AnsweredBy,CategoryID
1005081200001,What's the best strategy to win playing Craps?,1123805612,2,0,TYZJ2YSAXVAHZAM7IOJMBSDLBU,EVATUQO63L5JUROM6IRIVOFMTA;XKATXYONJNRGQWTZVIXBRBTEWI;77E3XEFGTQOHKR6CD6GRHWSGGQ,396545019;396545375
1005081200003,What are D2K tools?,1123845504,1,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,VNRYAJIAJNZYYOEDBFFYG6J53E,396545660;396545663
1005081200004,How effective is massage in relieving stress?,1123846046,1,3,VNMHRIO7W2IKKVCTTH4W7RA6OU,VNMHRIO7W2IKKVCTTH4W7RA6OU,396545018;396545393
1005081200005,Why is there often a mirror in an elevator?,1123846136,28,2,VNMHRIO7W2IKKVCTTH4W7RA6OU,ELCMMGRKHU22DCLFIABA47ACV4;QXB5SUQHFUKPAWTRFCJCXAMXCA;HHD2A3P67FW5PIOCCDD4XMBTYQ,396545013;396545191
1005081200006,Why are there 5 rings in the Olympics symbol?,1123846190,5,2,VNMHRIO7W2IKKVCTTH4W7RA6OU,5A5KKEGZU4RSFRCH65JCIVM4VI;C3TXUACZRQQS3O6YIOIBDZBKOU,396545213;396545468
1005081200007,What is the history of seeing eye dogs?,1123846266,1,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,A5BYLUI6KD7OHA43CF7LIWC2DA,396545015;396545223
1005081200008,What are the steps required to edit publish and distribute a book?,1123850065,11,1,ELCMMGRKHU22DCLFIABA47ACV4,ELCMMGRKHU22DCLFIABA47ACV4,396545013;396545191
1005081200009,What are the indicators that a chimney sweeping is required?,1123850610,0,2,ELCMMGRKHU22DCLFIABA47ACV4,TYZJ2YSAXVAHZAM7IOJMBSDLBU;KMZAY7GPNRY4MJKCRIBTGSDX3A,396545394;396545398
1005081300004,Capturing light in a container,1123943888,5,2,TYZJ2YSAXVAHZAM7IOJMBSDLBU,VNRYAJIAJNZYYOEDBFFYG6J53E;XVM4SEPECPWO7IWUO6KILWUXZM,396545122;396545211
1005081300005,What's a tube steak?,1123953871,8,0,SIYORPDQCGGFS77S46WYK5L47M,VNMHRIO7W2IKKVCTTH4W7RA6OU;75E5PDQIIIPIPG55WSPV3YLNO4;UUZDK7R3ZG36L5ASNAXI2EPM6U;KMZAY7GPNRY4MJKCRIBTGSDX3A,396545367;396545372
1005081400002,Why's juice from orange peel supposed to be good for eyes?,1123978217,15,1,TYZJ2YSAXVAHZAM7IOJMBSDLBU,G7LO5PNBLFFY4DBHK36FL3DVRQ,396545144
1005081500001,What are the benefits of using a CF card reader vs. transferring using a digital camera,1124098970,0,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,7UTBOY7NINDLIAZEY5CTV6P5LI,396545014;396545631
1005081500006,What's the cheapest source for ordering DVDs from Asia?,1124118762,6,1,QUDQVWWQUIAT2CDYPXVYGUXTMA,JTMEV3JI25O43LQEUVWP32OYCQ,396545016;396545138
1005081500007,Can I link my 360 profile to my Questions/Answers here?,1124122880,1,1,TFDKCJPP2H64QCDS5TZSSUI74Y,JTMEV3JI25O43LQEUVWP32OYCQ,396545013;396545191
1005081500008,Retrofit versus new windows?,1124124927,1,1,OEM2STIGMAJGJWMAHMSV3LW24U,7UTBOY7NINDLIAZEY5CTV6P5LI,396545394;396545396
1005081500010,What are some tips on finding a good mortgage broker?,1124146589,1,2,JTMEV3JI25O43LQEUVWP32OYCQ,VNMHRIO7W2IKKVCTTH4W7RA6OU;X5I3ZOL7OBIRCHNLDLR3J23TVQ,396545013;396545324
1005081600002,How to get rid of a beehive?,1124187848,4,2,VEZ2W4FLOYBEHZJTLNB3KNASME,NHW5JOY6ZK2NAXDGFXY7B5JHYY;TYZJ2YSAXVAHZAM7IOJMBSDLBU,396545015;396545223
1005081600004,Triangular distribution random function,1124190520,1,1,WE73PGH24B7CYQ57OEYXYZQ3ZE,WE73PGH24B7CYQ57OEYXYZQ3ZE,396545660;396545663
1005081600005,Where did term "tie the knot" come from?,1124209907,12,2,SIYORPDQCGGFS77S46WYK5L47M,ZFUUX3TLTUWBS7XCNZGQUZHIZQ;D6MXSYE44I3EMS5A7XQERO4BRI,396545015;396545196
1005081600008,When can a common man fly to moon?,1124220232,2,1,TYZJ2YSAXVAHZAM7IOJMBSDLBU,TYZJ2YSAXVAHZAM7IOJMBSDLBU,396545122;396545160
1005081600009,How to handle a 1.5 year old when hitting?,1124225732,6,2,OEM2STIGMAJGJWMAHMSV3LW24U,OEM2STIGMAJGJWMAHMSV3LW24U,396546046;396546050
1005081700003,Why doesn't the NBA implement a minor leagues?,1124275234,12,1,KMZAY7GPNRY4MJKCRIBTGSDX3A,XVM4SEPECPWO7IWUO6KILWUXZM,396545213;396545233
1005081700008,What is the origin of the French Bordeaux wine classification system ?,1124290002,0,1,ZFUUX3TLTUWBS7XCNZGQUZHIZQ,VNMHRIO7W2IKKVCTTH4W7RA6OU,396545367;396545371
1005081700010,What is the reason for the increasing divorce percentage in the western world?,1124293166,9,2,A5BYLUI6KD7OHA43CF7LIWC2DA,XVM4SEPECPWO7IWUO6KILWUXZM;TYZJ2YSAXVAHZAM7IOJMBSDLBU,396545433;396545437
1005081700011,What is the different between MPEG MPEG2 AVI and WMV,1124294101,5,2,A5BYLUI6KD7OHA43CF7LIWC2DA,7UTBOY7NINDLIAZEY5CTV6P5LI;3NPZTTASQTUBCGEIXKGM7BRSNQ;23PZJSNQHG6JFRGTD2ASQOATXQ;D7OA22Y4KJRCDFWH2AFVVKORA4,396545014;396545650
1005081700015,Why can Bush get away with misinforming us about intelligence then use that as reason for war?,1124304157,12,2,X5I3ZOL7OBIRCHNLDLR3J23TVQ,JTMEV3JI25O43LQEUVWP32OYCQ;VNMHRIO7W2IKKVCTTH4W7RA6OU,396545444;396545450
1005081700017,If I lose lots of money in stock in one year can I carry the negative capital gain forward?,1124307919,1,1,X5I3ZOL7OBIRCHNLDLR3J23TVQ,TYZJ2YSAXVAHZAM7IOJMBSDLBU,396545013;396545323
1005081800001,Can i repair/seal a crack in a toilet tank?,1124362094,4,2,EVATUQO63L5JUROM6IRIVOFMTA,EVATUQO63L5JUROM6IRIVOFMTA,396545394;396545398
1005081800002,Is a transponder required to fly in class C airspace?,1124362212,2,1,N3DFXC6MCRHEPNI4ZNYICBOPOI,A5BYLUI6KD7OHA43CF7LIWC2DA,396545122;396545453
1005081800005,Why is there an "N" in the word "Passenger"?,1124377797,17,3,A5BYLUI6KD7OHA43CF7LIWC2DA,A5BYLUI6KD7OHA43CF7LIWC2DA,396545454;396545217
1005081900001,Restaurant recommendation,1124452268,0,2,XWMD4VME7NNR2F4Q5E7ACI2CAE,XVM4SEPECPWO7IWUO6KILWUXZM;TYZJ2YSAXVAHZAM7IOJMBSDLBU,396545327;396546169;396545353
1005081900005,What's the best investment when interest rate goes higher?,1124466193,0,1,YGLTZCDUQHFJZFADKHACL4F3NU,ZFUUX3TLTUWBS7XCNZGQUZHIZQ,396545013;396545323
1005081900006,What causes air turbulence while flying?,1124467254,2,2,VNRYAJIAJNZYYOEDBFFYG6J53E,A5BYLUI6KD7OHA43CF7LIWC2DA;XVM4SEPECPWO7IWUO6KILWUXZM,396545122;396545211
1005082000003,Are things mentioned about Leonardo in Da Vinci Code true?,1124525597,1,3,TYZJ2YSAXVAHZAM7IOJMBSDLBU,YGLTZCDUQHFJZFADKHACL4F3NU;BEJ5Y4WTUSOZM4M74Z26XVZUSE;WC35RWDICYQOYAH4TX73C2BXTQ,396545012;396545299
1005082000008,How does the Pope get his name?,1124569841,10,3,A5BYLUI6KD7OHA43CF7LIWC2DA,QUDQVWWQUIAT2CDYPXVYGUXTMA;EVATUQO63L5JUROM6IRIVOFMTA;NHW5JOY6ZK2NAXDGFXY7B5JHYY,396545454;396545163
1005082100004,Why would Big Ten keep its name inspite of adding a 11th school?,1124615535,0,1,TYZJ2YSAXVAHZAM7IOJMBSDLBU,EVATUQO63L5JUROM6IRIVOFMTA,396545015;396545359
1005082100005,Hotel in San Diego,1124617103,1,2,O3HSJ5K6TU52LBXAFTNGK5S7FI,QUDQVWWQUIAT2CDYPXVYGUXTMA;JTMEV3JI25O43LQEUVWP32OYCQ,396545469;396545566;396545591
1005082100006,How is the Chinese calendar set up?,1124657691,7,1,A5BYLUI6KD7OHA43CF7LIWC2DA,QUDQVWWQUIAT2CDYPXVYGUXTMA,396545454;396545456
1005082200002,Why is it impossible to fly faster then speed of light,1124701597,3,4,A5BYLUI6KD7OHA43CF7LIWC2DA,TMQULWCGXME6OFELNZI3327RWI;YXDDBU24DGYN262HNRX7L265CU;XVM4SEPECPWO7IWUO6KILWUXZM;43WDRZLVWMASLI7CJN2AJVOA5M,396545122;396545211
1005082200004,Good ways to fight an ant invasion,1124719896,2,3,QUDQVWWQUIAT2CDYPXVYGUXTMA,JTMEV3JI25O43LQEUVWP32OYCQ;A5BYLUI6KD7OHA43CF7LIWC2DA;VEZ2W4FLOYBEHZJTLNB3KNASME,396545394;396545400
1005082200011,Is coffee bad for your skin?,1124731689,205,4,JTMEV3JI25O43LQEUVWP32OYCQ,X5I3ZOL7OBIRCHNLDLR3J23TVQ;DI2LHX5HSNWWMQ4XVVGYAIHNFI;V72AQ4B5L7TKQN7APTBEMH3L54;QIF5JBBEXPMZYQQMHIAOQAICRQ,396545144
1005082200012,Is there a word to describe "so excited that I'm putting in a exclamation point?",1124731881,2,1,JTMEV3JI25O43LQEUVWP32OYCQ,VEZ2W4FLOYBEHZJTLNB3KNASME;F5GMNS5EK7VBIEXZ3VVJNMGCBQ;A5BYLUI6KD7OHA43CF7LIWC2DA,396545454;396545217
1005082200014,How does a person live his whole life with the notion of impending death,1124739915,7,1,KMZAY7GPNRY4MJKCRIBTGSDX3A,QUDQVWWQUIAT2CDYPXVYGUXTMA,396545122;396545453
1005082200015,How can the Chicago Cubs break their curse?,1124747862,2,2,KMZAY7GPNRY4MJKCRIBTGSDX3A,KMZAY7GPNRY4MJKCRIBTGSDX3A,396545213;396545232
1005082200016,What was James Bond's wife's name?,1124750335,1,2,COSMFF2L6XAJCMYXQ65C4CXVRE,JF2URSIC6V7FP3WIEZW3G6FOAI;D73NBTHOSWE4I5FREMY63B6LNA;WBSHC4GMJW2OOD4FC7JCJMN344;IV2R5UFFIVGF5YIPLJ7NYSU3NY,396545015;396545223
1005082300001,How a black hole is formed?,1124753492,2,1,,XVM4SEPECPWO7IWUO6KILWUXZM,396545122;396545211
1005082300004,What are the tradeoffs in automotive intake manifold design?,1124793435,1,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,64EAXSTOQWSZKAZUECOKBTVOAA,396545311;396545317
1005082300006,Why do my chocolate chip cookies always turn out flat?,1124801432,1,2,VEZ2W4FLOYBEHZJTLNB3KNASME,D7OA22Y4KJRCDFWH2AFVVKORA4;A5BYLUI6KD7OHA43CF7LIWC2DA,396545367;396545368
1005082300018,Antioxidants in Cocoa?,1124821658,1,2,NHW5JOY6ZK2NAXDGFXY7B5JHYY,X5I3ZOL7OBIRCHNLDLR3J23TVQ;KMZAY7GPNRY4MJKCRIBTGSDX3A,396545367;396545369
1005082300020,Is Lin Qingxia (aka Brigitte Lin) "the most beautiful woman in Chinese cinema?",1124829113,4,1,QUDQVWWQUIAT2CDYPXVYGUXTMA,YGLTZCDUQHFJZFADKHACL4F3NU,396545016;396545137
1005082300021,Why is Silicon Valley a cultural wasteland?,1124832169,8,2,QUDQVWWQUIAT2CDYPXVYGUXTMA,QUDQVWWQUIAT2CDYPXVYGUXTMA,396545454;396545458
1005082400010,What is the origin of "foobar"?,1124889039,2,2,KMZAY7GPNRY4MJKCRIBTGSDX3A,EVATUQO63L5JUROM6IRIVOFMTA;D7OA22Y4KJRCDFWH2AFVVKORA4,396545660;396545663
1005082400013,What voltage adapter should i use for my 5.4v pda?,1124894173,0,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,D7OA22Y4KJRCDFWH2AFVVKORA4,396545014;396545657
1005082400014,When will Google buy Yahoo?,1124912754,2,1,QUDQVWWQUIAT2CDYPXVYGUXTMA,375C4Q6BVNSZFK4AQ3M2RXOZ6E,396545013;396545319
1005082400018,First "modern" artist?,1124918105,1,2,ZGKWSGDNVEEHKZ3V5346EEDGOA,ZGKWSGDNVEEHKZ3V5346EEDGOA,396545012;396545309;396546039
1005082400020,What is an "imaginary number"?,1124918271,14,1,ZGKWSGDNVEEHKZ3V5346EEDGOA,XVM4SEPECPWO7IWUO6KILWUXZM,396545122;396545161
1005082400021,Treatments for Gout?,1124918348,3,3,ZGKWSGDNVEEHKZ3V5346EEDGOA,ZGKWSGDNVEEHKZ3V5346EEDGOA,396545018;396545115;396545391
1005082400023,How do I remove candle wax from a polar fleece jacket?,1124919052,3,2,YBAUVHU2AB2W2HZ54VQEOX5OLA,PAXAKCDUOVCZON4VFHZZBUB3UE;353IZ4QYJLMCQ6G225CESS5PRI,396545394;396545395
1005082400024,Isn't Non-Violence and Non-Cooperation more effective than War?,1124921585,8,2,TYZJ2YSAXVAHZAM7IOJMBSDLBU,C73NFK4NWZW7BII2747T36WIEE;4WR4OIBCTQI23HZOVJJPDQO65I,396545012;396545231
1005082400025,Who authored Hotel Airport Wheels ...?,1124923012,0,1,TYZJ2YSAXVAHZAM7IOJMBSDLBU,QUDQVWWQUIAT2CDYPXVYGUXTMA,396545012;396545299
1005082500008,Condo/townhouse pricing in San Jose CA,1124965138,1,2,353IZ4QYJLMCQ6G225CESS5PRI,GRNFCAZ2V4CGYTEBFWJLYBTALM;CK7LOPBQMXSETLY35ETM5HIMXE,396545013;396545324
1005082500011,When will Her Majesty be released in Dvd format?,1124980011,1,4,FCAQYCZNO4PF6RQBABWNGPGSEE,QUDQVWWQUIAT2CDYPXVYGUXTMA;4QOYFK4A7CXO6A2LZ2GDU3UEGA;KMZAY7GPNRY4MJKCRIBTGSDX3A;GRNFCAZ2V4CGYTEBFWJLYBTALM,396545016;396545138
1005082500013,Is labor day weekend a good time to visit paramount's great america?,1124982238,1,1,VNMHRIO7W2IKKVCTTH4W7RA6OU,TFKJJRC5XD32LGV5GC6VFESIYY,396545019;396545373
1005082500015,How to clean ickiness off a plastic shower curtain?,1124984950,4,6,ELCMMGRKHU22DCLFIABA47ACV4,EJT4KTBTY4Z6OHPXAZSSCNTWSU;XVM4SEPECPWO7IWUO6KILWUXZM;TEUXRAYTMZO2VTBERUR2FYSP6E;QUDQVWWQUIAT2CDYPXVYGUXTMA;A5BYLUI6KD7OHA43CF7LIWC2DA;R3KRODO6SK2WL4WZAA63TY2ACQ,396545394;396545395
1005082500018,What're a couple of better ways to Advertise & Market very small businesses,1124997120,1,2,COSMFF2L6XAJCMYXQ65C4CXVRE,ELCMMGRKHU22DCLFIABA47ACV4;QUDQVWWQUIAT2CDYPXVYGUXTMA,396545013;396545190
1005082500020,Who said the statement below and what does it mean?,1124998100,1,1,COSMFF2L6XAJCMYXQ65C4CXVRE,COSMFF2L6XAJCMYXQ65C4CXVRE,396545015;396545214
1005082500022,What are world's 3 smallest nations?,1125002326,1,2,COSMFF2L6XAJCMYXQ65C4CXVRE,VMEAKPMWLZAJKROTFF27O6U4RE;FTFRNRYB45OYIEXXRLQ6PBIIYY,396545122;396545210
1005082600001,Wineries in the Paso Robles area?,1125033532,0,1,PAXAKCDUOVCZON4VFHZZBUB3UE,FBA6DBD3PGOTYPJIDZVJIUGYTA,396545469;396545566;396545592
1005082600002,Economics of running a restaurant?,1125034836,3,1,PAXAKCDUOVCZON4VFHZZBUB3UE,FBA6DBD3PGOTYPJIDZVJIUGYTA,396545013;396545129
1005082600004,Is there a good reference for California Landlord-Tenant Law?,1125050463,1,1,ELCMMGRKHU22DCLFIABA47ACV4,FTFRNRYB45OYIEXXRLQ6PBIIYY,396545444;396545448
1005082600006,How do I get rid of my California ant problem?,1125051377,0,2,ELCMMGRKHU22DCLFIABA47ACV4,ELCMMGRKHU22DCLFIABA47ACV4,396545394;396545400
1005082600008,What's a good Chinese restaurant in Milpitas?,1125053918,0,1,QUDQVWWQUIAT2CDYPXVYGUXTMA,JLW4OITTWQOGOPFTYPHMTNDLBY,396545327;396546169;396545354
1005082600013,Why don't European restaurants serve water?,1125070739,14,3,FTFRNRYB45OYIEXXRLQ6PBIIYY,QUDQVWWQUIAT2CDYPXVYGUXTMA;C3TXUACZRQQS3O6YIOIBDZBKOU;COSMFF2L6XAJCMYXQ65C4CXVRE,396545454;396545458
